"rok","odvetvi","prumerna_mzda","potravina_nazev","potravina_prum_cena"
2009,Těžba a dobývání,27961,Šunkový salám,118.0
2009,Administrativní a podpůrné činnosti,15041,Šunkový salám,118.0
2009,Zpracovatelský průmysl,21825,Šunkový salám,118.0
2009,Stavebnictví,21813,Šunkový salám,118.0
2009,"Zemědělství, lesnictví, rybářství",17193,Šunkový salám,118.0
2009,"Profesní, vědecké a technické činnosti",30284,Šunkový salám,118.0
2009,Peněžnictví a pojišťovnictví,44709,Šunkový salám,118.0
2009,Zásobování vodou; činnosti související s odpady a sanacemi,21638,Šunkový salám,118.0
2009,Ostatní činnosti,16782,Šunkový salám,118.0
2009,Zdravotní a sociální péče,21627,Šunkový salám,118.0
2009,Vzdělávání,21361,Šunkový salám,118.0
2009,"Kulturní, zábavní a rekreační činnosti",18326,Šunkový salám,118.0
2009,Informační a komunikační činnosti,42238,Šunkový salám,118.0
2009,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",38207,Šunkový salám,118.0
2009,Vzdělávání,21361,Těstoviny vaječné,31.0
2009,"Kulturní, zábavní a rekreační činnosti",18326,Těstoviny vaječné,31.0
2009,Informační a komunikační činnosti,42238,Těstoviny vaječné,31.0
2009,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",38207,Těstoviny vaječné,31.0
2009,Veřejná správa a obrana; povinné sociální zabezpečení,26555,Těstoviny vaječné,31.0
2009,Doprava a skladování,22689,Těstoviny vaječné,31.0
2009,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,20577,Těstoviny vaječné,31.0
2009,Činnosti v oblasti nemovitostí,19919,Těstoviny vaječné,31.0
2009,"Ubytování, stravování a pohostinství",11783,Těstoviny vaječné,31.0
2009,Administrativní a podpůrné činnosti,15041,Těstoviny vaječné,31.0
2009,Těžba a dobývání,27961,Těstoviny vaječné,31.0
2009,Zpracovatelský průmysl,21825,Těstoviny vaječné,31.0
2009,Stavebnictví,21813,Těstoviny vaječné,31.0
2009,"Zemědělství, lesnictví, rybářství",17193,Těstoviny vaječné,31.0
2009,"Profesní, vědecké a technické činnosti",30284,Těstoviny vaječné,31.0
2009,Peněžnictví a pojišťovnictví,44709,Těstoviny vaječné,31.0
2009,Zásobování vodou; činnosti související s odpady a sanacemi,21638,Těstoviny vaječné,31.0
2009,Ostatní činnosti,16782,Těstoviny vaječné,31.0
2009,Zdravotní a sociální péče,21627,Těstoviny vaječné,31.0
2009,Zpracovatelský průmysl,21825,Vejce slepičí čerstvá,26.0
2009,Stavebnictví,21813,Vejce slepičí čerstvá,26.0
2009,"Zemědělství, lesnictví, rybářství",17193,Vejce slepičí čerstvá,26.0
2009,"Profesní, vědecké a technické činnosti",30284,Vejce slepičí čerstvá,26.0
2009,Peněžnictví a pojišťovnictví,44709,Vejce slepičí čerstvá,26.0
2009,Zásobování vodou; činnosti související s odpady a sanacemi,21638,Vejce slepičí čerstvá,26.0
2009,Ostatní činnosti,16782,Vejce slepičí čerstvá,26.0
2009,Zdravotní a sociální péče,21627,Vejce slepičí čerstvá,26.0
2009,Vzdělávání,21361,Vejce slepičí čerstvá,26.0
2009,"Kulturní, zábavní a rekreační činnosti",18326,Vejce slepičí čerstvá,26.0
2009,Informační a komunikační činnosti,42238,Vejce slepičí čerstvá,26.0
2009,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",38207,Vejce slepičí čerstvá,26.0
2009,Veřejná správa a obrana; povinné sociální zabezpečení,26555,Vejce slepičí čerstvá,26.0
2009,Doprava a skladování,22689,Vejce slepičí čerstvá,26.0
2009,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,20577,Vejce slepičí čerstvá,26.0
2009,Činnosti v oblasti nemovitostí,19919,Vejce slepičí čerstvá,26.0
2009,"Ubytování, stravování a pohostinství",11783,Vejce slepičí čerstvá,26.0
2009,Administrativní a podpůrné činnosti,15041,Vejce slepičí čerstvá,26.0
2009,Těžba a dobývání,27961,Vejce slepičí čerstvá,26.0
2009,Činnosti v oblasti nemovitostí,19919,Vepřová pečeně s kostí,106.0
2009,"Ubytování, stravování a pohostinství",11783,Vepřová pečeně s kostí,106.0
2009,Administrativní a podpůrné činnosti,15041,Vepřová pečeně s kostí,106.0
2009,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,20577,Vepřová pečeně s kostí,106.0
2009,Těžba a dobývání,27961,Vepřová pečeně s kostí,106.0
2009,Zpracovatelský průmysl,21825,Vepřová pečeně s kostí,106.0
2009,Stavebnictví,21813,Vepřová pečeně s kostí,106.0
2009,"Zemědělství, lesnictví, rybářství",17193,Vepřová pečeně s kostí,106.0
2009,"Profesní, vědecké a technické činnosti",30284,Vepřová pečeně s kostí,106.0
2009,Peněžnictví a pojišťovnictví,44709,Vepřová pečeně s kostí,106.0
2009,Zásobování vodou; činnosti související s odpady a sanacemi,21638,Vepřová pečeně s kostí,106.0
2009,Ostatní činnosti,16782,Vepřová pečeně s kostí,106.0
2009,Zdravotní a sociální péče,21627,Vepřová pečeně s kostí,106.0
2009,Vzdělávání,21361,Vepřová pečeně s kostí,106.0
2009,"Kulturní, zábavní a rekreační činnosti",18326,Vepřová pečeně s kostí,106.0
2009,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",38207,Vepřová pečeně s kostí,106.0
2009,Informační a komunikační činnosti,42238,Vepřová pečeně s kostí,106.0
2009,Veřejná správa a obrana; povinné sociální zabezpečení,26555,Vepřová pečeně s kostí,106.0
2009,Doprava a skladování,22689,Vepřová pečeně s kostí,106.0
2010,Vzdělávání,20928,Banány žluté,27.0
2010,"Kulturní, zábavní a rekreační činnosti",18611,Banány žluté,27.0
2010,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",38840,Banány žluté,27.0
2010,Informační a komunikační činnosti,42807,Banány žluté,27.0
2010,Doprava a skladování,22740,Banány žluté,27.0
2010,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,21211,Banány žluté,27.0
2010,Veřejná správa a obrana; povinné sociální zabezpečení,26471,Banány žluté,27.0
2010,"Ubytování, stravování a pohostinství",12645,Banány žluté,27.0
2010,Administrativní a podpůrné činnosti,15222,Banány žluté,27.0
2010,Činnosti v oblasti nemovitostí,20265,Banány žluté,27.0
2010,Těžba a dobývání,30204,Banány žluté,27.0
2010,Zpracovatelský průmysl,22681,Banány žluté,27.0
2010,Stavebnictví,21962,Banány žluté,27.0
2010,Zdravotní a sociální péče,22286,Banány žluté,27.0
2010,Peněžnictví a pojišťovnictví,45340,Banány žluté,27.0
2010,"Zemědělství, lesnictví, rybářství",18020,Banány žluté,27.0
2010,"Profesní, vědecké a technické činnosti",30095,Banány žluté,27.0
2010,Ostatní činnosti,16804,Banány žluté,27.0
2010,Zásobování vodou; činnosti související s odpady a sanacemi,22594,Banány žluté,27.0
2010,Zdravotní a sociální péče,22286,Cukr krystalový,18.0
2010,Peněžnictví a pojišťovnictví,45340,Cukr krystalový,18.0
2010,"Zemědělství, lesnictví, rybářství",18020,Cukr krystalový,18.0
2010,"Profesní, vědecké a technické činnosti",30095,Cukr krystalový,18.0
2010,Ostatní činnosti,16804,Cukr krystalový,18.0
2010,Zásobování vodou; činnosti související s odpady a sanacemi,22594,Cukr krystalový,18.0
2010,Vzdělávání,20928,Cukr krystalový,18.0
2010,"Kulturní, zábavní a rekreační činnosti",18611,Cukr krystalový,18.0
2010,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",38840,Cukr krystalový,18.0
2010,Informační a komunikační činnosti,42807,Cukr krystalový,18.0
2010,Doprava a skladování,22740,Cukr krystalový,18.0
2010,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,21211,Cukr krystalový,18.0
2010,Veřejná správa a obrana; povinné sociální zabezpečení,26471,Cukr krystalový,18.0
2010,"Ubytování, stravování a pohostinství",12645,Cukr krystalový,18.0
2010,Administrativní a podpůrné činnosti,15222,Cukr krystalový,18.0
2010,Činnosti v oblasti nemovitostí,20265,Cukr krystalový,18.0
2010,Těžba a dobývání,30204,Cukr krystalový,18.0
2010,Zpracovatelský průmysl,22681,Cukr krystalový,18.0
2010,Stavebnictví,21962,Cukr krystalový,18.0
2010,"Ubytování, stravování a pohostinství",12645,Eidamská cihla,120.0
2010,Administrativní a podpůrné činnosti,15222,Eidamská cihla,120.0
2010,Činnosti v oblasti nemovitostí,20265,Eidamská cihla,120.0
2010,Těžba a dobývání,30204,Eidamská cihla,120.0
2010,Zpracovatelský průmysl,22681,Eidamská cihla,120.0
2010,Stavebnictví,21962,Eidamská cihla,120.0
2010,Zdravotní a sociální péče,22286,Eidamská cihla,120.0
2010,Peněžnictví a pojišťovnictví,45340,Eidamská cihla,120.0
2010,"Zemědělství, lesnictví, rybářství",18020,Eidamská cihla,120.0
2010,"Profesní, vědecké a technické činnosti",30095,Eidamská cihla,120.0
2010,Ostatní činnosti,16804,Eidamská cihla,120.0
2010,Zásobování vodou; činnosti související s odpady a sanacemi,22594,Eidamská cihla,120.0
2010,Vzdělávání,20928,Eidamská cihla,120.0
2010,"Kulturní, zábavní a rekreační činnosti",18611,Eidamská cihla,120.0
2010,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",38840,Eidamská cihla,120.0
2010,Informační a komunikační činnosti,42807,Eidamská cihla,120.0
2010,Doprava a skladování,22740,Eidamská cihla,120.0
2010,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,21211,Eidamská cihla,120.0
2010,Veřejná správa a obrana; povinné sociální zabezpečení,26471,Eidamská cihla,120.0
2010,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",38840,Hovězí maso zadní bez kosti,176.0
2010,Informační a komunikační činnosti,42807,Hovězí maso zadní bez kosti,176.0
2010,Doprava a skladování,22740,Hovězí maso zadní bez kosti,176.0
2010,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,21211,Hovězí maso zadní bez kosti,176.0
2010,Činnosti v oblasti nemovitostí,20265,Hovězí maso zadní bez kosti,176.0
2010,Veřejná správa a obrana; povinné sociální zabezpečení,26471,Hovězí maso zadní bez kosti,176.0
2010,"Ubytování, stravování a pohostinství",12645,Hovězí maso zadní bez kosti,176.0
2010,Administrativní a podpůrné činnosti,15222,Hovězí maso zadní bez kosti,176.0
2010,Těžba a dobývání,30204,Hovězí maso zadní bez kosti,176.0
2010,Zpracovatelský průmysl,22681,Hovězí maso zadní bez kosti,176.0
2010,Stavebnictví,21962,Hovězí maso zadní bez kosti,176.0
2010,Zdravotní a sociální péče,22286,Hovězí maso zadní bez kosti,176.0
2010,Peněžnictví a pojišťovnictví,45340,Hovězí maso zadní bez kosti,176.0
2010,"Zemědělství, lesnictví, rybářství",18020,Hovězí maso zadní bez kosti,176.0
2010,"Profesní, vědecké a technické činnosti",30095,Hovězí maso zadní bez kosti,176.0
2010,Ostatní činnosti,16804,Hovězí maso zadní bez kosti,176.0
2010,Zásobování vodou; činnosti související s odpady a sanacemi,22594,Hovězí maso zadní bez kosti,176.0
2010,Vzdělávání,20928,Hovězí maso zadní bez kosti,176.0
2010,"Kulturní, zábavní a rekreační činnosti",18611,Hovězí maso zadní bez kosti,176.0
2010,Zdravotní a sociální péče,22286,Chléb konzumní kmínový,18.0
2010,Peněžnictví a pojišťovnictví,45340,Chléb konzumní kmínový,18.0
2010,"Zemědělství, lesnictví, rybářství",18020,Chléb konzumní kmínový,18.0
2010,"Profesní, vědecké a technické činnosti",30095,Chléb konzumní kmínový,18.0
2010,Ostatní činnosti,16804,Chléb konzumní kmínový,18.0
2010,Zásobování vodou; činnosti související s odpady a sanacemi,22594,Chléb konzumní kmínový,18.0
2010,Vzdělávání,20928,Chléb konzumní kmínový,18.0
2010,"Kulturní, zábavní a rekreační činnosti",18611,Chléb konzumní kmínový,18.0
2010,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",38840,Chléb konzumní kmínový,18.0
2010,Informační a komunikační činnosti,42807,Chléb konzumní kmínový,18.0
2010,Doprava a skladování,22740,Chléb konzumní kmínový,18.0
2010,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,21211,Chléb konzumní kmínový,18.0
2010,Činnosti v oblasti nemovitostí,20265,Chléb konzumní kmínový,18.0
2010,Veřejná správa a obrana; povinné sociální zabezpečení,26471,Chléb konzumní kmínový,18.0
2010,"Ubytování, stravování a pohostinství",12645,Chléb konzumní kmínový,18.0
2010,Administrativní a podpůrné činnosti,15222,Chléb konzumní kmínový,18.0
2010,Těžba a dobývání,30204,Chléb konzumní kmínový,18.0
2010,Zpracovatelský průmysl,22681,Chléb konzumní kmínový,18.0
2010,Stavebnictví,21962,Chléb konzumní kmínový,18.0
2010,Těžba a dobývání,30204,Jablka konzumní,25.0
2010,Zpracovatelský průmysl,22681,Jablka konzumní,25.0
2010,Stavebnictví,21962,Jablka konzumní,25.0
2010,Zdravotní a sociální péče,22286,Jablka konzumní,25.0
2010,Peněžnictví a pojišťovnictví,45340,Jablka konzumní,25.0
2010,"Zemědělství, lesnictví, rybářství",18020,Jablka konzumní,25.0
2010,"Profesní, vědecké a technické činnosti",30095,Jablka konzumní,25.0
2010,Ostatní činnosti,16804,Jablka konzumní,25.0
2010,Zásobování vodou; činnosti související s odpady a sanacemi,22594,Jablka konzumní,25.0
2010,Vzdělávání,20928,Jablka konzumní,25.0
2010,"Kulturní, zábavní a rekreační činnosti",18611,Jablka konzumní,25.0
2010,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",38840,Jablka konzumní,25.0
2010,Informační a komunikační činnosti,42807,Jablka konzumní,25.0
2010,Doprava a skladování,22740,Jablka konzumní,25.0
2010,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,21211,Jablka konzumní,25.0
2010,Činnosti v oblasti nemovitostí,20265,Jablka konzumní,25.0
2010,Veřejná správa a obrana; povinné sociální zabezpečení,26471,Jablka konzumní,25.0
2010,"Ubytování, stravování a pohostinství",12645,Jablka konzumní,25.0
2010,Administrativní a podpůrné činnosti,15222,Jablka konzumní,25.0
2010,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",38840,Jogurt bílý netučný,6.0
2010,Informační a komunikační činnosti,42807,Jogurt bílý netučný,6.0
2010,Doprava a skladování,22740,Jogurt bílý netučný,6.0
2010,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,21211,Jogurt bílý netučný,6.0
2010,Činnosti v oblasti nemovitostí,20265,Jogurt bílý netučný,6.0
2010,Veřejná správa a obrana; povinné sociální zabezpečení,26471,Jogurt bílý netučný,6.0
2010,"Ubytování, stravování a pohostinství",12645,Jogurt bílý netučný,6.0
2010,Administrativní a podpůrné činnosti,15222,Jogurt bílý netučný,6.0
2010,Těžba a dobývání,30204,Jogurt bílý netučný,6.0
2010,Zpracovatelský průmysl,22681,Jogurt bílý netučný,6.0
2010,Stavebnictví,21962,Jogurt bílý netučný,6.0
2010,Zdravotní a sociální péče,22286,Jogurt bílý netučný,6.0
2010,Peněžnictví a pojišťovnictví,45340,Jogurt bílý netučný,6.0
2010,"Zemědělství, lesnictví, rybářství",18020,Jogurt bílý netučný,6.0
2010,"Profesní, vědecké a technické činnosti",30095,Jogurt bílý netučný,6.0
2010,Ostatní činnosti,16804,Jogurt bílý netučný,6.0
2010,Zásobování vodou; činnosti související s odpady a sanacemi,22594,Jogurt bílý netučný,6.0
2010,Vzdělávání,20928,Jogurt bílý netučný,6.0
2010,"Kulturní, zábavní a rekreační činnosti",18611,Jogurt bílý netučný,6.0
2010,Ostatní činnosti,16804,Kapr živý,84.0
2010,Zásobování vodou; činnosti související s odpady a sanacemi,22594,Kapr živý,84.0
2010,Vzdělávání,20928,Kapr živý,84.0
2010,"Kulturní, zábavní a rekreační činnosti",18611,Kapr živý,84.0
2010,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",38840,Kapr živý,84.0
2010,Informační a komunikační činnosti,42807,Kapr živý,84.0
2010,Doprava a skladování,22740,Kapr živý,84.0
2010,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,21211,Kapr živý,84.0
2010,Činnosti v oblasti nemovitostí,20265,Kapr živý,84.0
2010,Veřejná správa a obrana; povinné sociální zabezpečení,26471,Kapr živý,84.0
2010,Administrativní a podpůrné činnosti,15222,Kapr živý,84.0
2010,"Ubytování, stravování a pohostinství",12645,Kapr živý,84.0
2010,Těžba a dobývání,30204,Kapr živý,84.0
2010,Stavebnictví,21962,Kapr živý,84.0
2010,Zpracovatelský průmysl,22681,Kapr živý,84.0
2010,Zdravotní a sociální péče,22286,Kapr živý,84.0
2010,Peněžnictví a pojišťovnictví,45340,Kapr živý,84.0
2010,"Zemědělství, lesnictví, rybářství",18020,Kapr živý,84.0
2010,"Profesní, vědecké a technické činnosti",30095,Kapr živý,84.0
2010,Těžba a dobývání,30204,Konzumní brambory,13.0
2010,Stavebnictví,21962,Konzumní brambory,13.0
2010,Zpracovatelský průmysl,22681,Konzumní brambory,13.0
2010,Zdravotní a sociální péče,22286,Konzumní brambory,13.0
2010,Peněžnictví a pojišťovnictví,45340,Konzumní brambory,13.0
2010,"Zemědělství, lesnictví, rybářství",18020,Konzumní brambory,13.0
2010,"Profesní, vědecké a technické činnosti",30095,Konzumní brambory,13.0
2010,Ostatní činnosti,16804,Konzumní brambory,13.0
2010,Zásobování vodou; činnosti související s odpady a sanacemi,22594,Konzumní brambory,13.0
2010,Vzdělávání,20928,Konzumní brambory,13.0
2010,"Kulturní, zábavní a rekreační činnosti",18611,Konzumní brambory,13.0
2010,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",38840,Konzumní brambory,13.0
2010,Informační a komunikační činnosti,42807,Konzumní brambory,13.0
2010,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,21211,Konzumní brambory,13.0
2010,Činnosti v oblasti nemovitostí,20265,Konzumní brambory,13.0
2010,Veřejná správa a obrana; povinné sociální zabezpečení,26471,Konzumní brambory,13.0
2010,Doprava a skladování,22740,Konzumní brambory,13.0
2010,Administrativní a podpůrné činnosti,15222,Konzumní brambory,13.0
2010,"Ubytování, stravování a pohostinství",12645,Konzumní brambory,13.0
2010,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,21211,Kuřata kuchaná celá,57.0
2010,Činnosti v oblasti nemovitostí,20265,Kuřata kuchaná celá,57.0
2010,Veřejná správa a obrana; povinné sociální zabezpečení,26471,Kuřata kuchaná celá,57.0
2010,Doprava a skladování,22740,Kuřata kuchaná celá,57.0
2010,Administrativní a podpůrné činnosti,15222,Kuřata kuchaná celá,57.0
2010,"Ubytování, stravování a pohostinství",12645,Kuřata kuchaná celá,57.0
2010,Těžba a dobývání,30204,Kuřata kuchaná celá,57.0
2010,Stavebnictví,21962,Kuřata kuchaná celá,57.0
2010,Zpracovatelský průmysl,22681,Kuřata kuchaná celá,57.0
2010,Zdravotní a sociální péče,22286,Kuřata kuchaná celá,57.0
2010,Peněžnictví a pojišťovnictví,45340,Kuřata kuchaná celá,57.0
2010,"Zemědělství, lesnictví, rybářství",18020,Kuřata kuchaná celá,57.0
2010,"Profesní, vědecké a technické činnosti",30095,Kuřata kuchaná celá,57.0
2010,Ostatní činnosti,16804,Kuřata kuchaná celá,57.0
2010,Zásobování vodou; činnosti související s odpady a sanacemi,22594,Kuřata kuchaná celá,57.0
2010,Vzdělávání,20928,Kuřata kuchaná celá,57.0
2010,"Kulturní, zábavní a rekreační činnosti",18611,Kuřata kuchaná celá,57.0
2010,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",38840,Kuřata kuchaná celá,57.0
2010,Informační a komunikační činnosti,42807,Kuřata kuchaná celá,57.0
2010,Ostatní činnosti,16804,Máslo,118.0
2010,Zásobování vodou; činnosti související s odpady a sanacemi,22594,Máslo,118.0
2010,Vzdělávání,20928,Máslo,118.0
2010,"Kulturní, zábavní a rekreační činnosti",18611,Máslo,118.0
2010,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",38840,Máslo,118.0
2010,Informační a komunikační činnosti,42807,Máslo,118.0
2010,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,21211,Máslo,118.0
2010,Činnosti v oblasti nemovitostí,20265,Máslo,118.0
2010,Veřejná správa a obrana; povinné sociální zabezpečení,26471,Máslo,118.0
2010,Doprava a skladování,22740,Máslo,118.0
2010,Administrativní a podpůrné činnosti,15222,Máslo,118.0
2010,"Ubytování, stravování a pohostinství",12645,Máslo,118.0
2010,Těžba a dobývání,30204,Máslo,118.0
2010,Stavebnictví,21962,Máslo,118.0
2010,Zpracovatelský průmysl,22681,Máslo,118.0
2010,Zdravotní a sociální péče,22286,Máslo,118.0
2010,Peněžnictví a pojišťovnictví,45340,Máslo,118.0
2010,"Zemědělství, lesnictví, rybářství",18020,Máslo,118.0
2010,"Profesní, vědecké a technické činnosti",30095,Máslo,118.0
2010,Stavebnictví,21962,Mléko polotučné pasterované,16.0
2010,Zpracovatelský průmysl,22681,Mléko polotučné pasterované,16.0
2010,Zdravotní a sociální péče,22286,Mléko polotučné pasterované,16.0
2010,Peněžnictví a pojišťovnictví,45340,Mléko polotučné pasterované,16.0
2010,"Zemědělství, lesnictví, rybářství",18020,Mléko polotučné pasterované,16.0
2010,"Profesní, vědecké a technické činnosti",30095,Mléko polotučné pasterované,16.0
2010,Ostatní činnosti,16804,Mléko polotučné pasterované,16.0
2010,Zásobování vodou; činnosti související s odpady a sanacemi,22594,Mléko polotučné pasterované,16.0
2010,Vzdělávání,20928,Mléko polotučné pasterované,16.0
2010,"Kulturní, zábavní a rekreační činnosti",18611,Mléko polotučné pasterované,16.0
2010,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",38840,Mléko polotučné pasterované,16.0
2010,Informační a komunikační činnosti,42807,Mléko polotučné pasterované,16.0
2010,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,21211,Mléko polotučné pasterované,16.0
2010,Činnosti v oblasti nemovitostí,20265,Mléko polotučné pasterované,16.0
2010,Veřejná správa a obrana; povinné sociální zabezpečení,26471,Mléko polotučné pasterované,16.0
2010,Doprava a skladování,22740,Mléko polotučné pasterované,16.0
2010,Administrativní a podpůrné činnosti,15222,Mléko polotučné pasterované,16.0
2010,"Ubytování, stravování a pohostinství",12645,Mléko polotučné pasterované,16.0
2010,Těžba a dobývání,30204,Mléko polotučné pasterované,16.0
2010,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,21211,Mrkev,16.0
2010,Činnosti v oblasti nemovitostí,20265,Mrkev,16.0
2010,Veřejná správa a obrana; povinné sociální zabezpečení,26471,Mrkev,16.0
2010,Doprava a skladování,22740,Mrkev,16.0
2010,Administrativní a podpůrné činnosti,15222,Mrkev,16.0
2010,"Ubytování, stravování a pohostinství",12645,Mrkev,16.0
2010,Těžba a dobývání,30204,Mrkev,16.0
2010,Stavebnictví,21962,Mrkev,16.0
2010,Zpracovatelský průmysl,22681,Mrkev,16.0
2010,Zdravotní a sociální péče,22286,Mrkev,16.0
2010,Peněžnictví a pojišťovnictví,45340,Mrkev,16.0
2010,"Zemědělství, lesnictví, rybářství",18020,Mrkev,16.0
2010,"Profesní, vědecké a technické činnosti",30095,Mrkev,16.0
2010,Ostatní činnosti,16804,Mrkev,16.0
2010,Zásobování vodou; činnosti související s odpady a sanacemi,22594,Mrkev,16.0
2010,Vzdělávání,20928,Mrkev,16.0
2010,"Kulturní, zábavní a rekreační činnosti",18611,Mrkev,16.0
2010,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",38840,Mrkev,16.0
2010,Informační a komunikační činnosti,42807,Mrkev,16.0
2010,Vzdělávání,20928,Papriky,61.0
2010,"Kulturní, zábavní a rekreační činnosti",18611,Papriky,61.0
2010,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",38840,Papriky,61.0
2010,Informační a komunikační činnosti,42807,Papriky,61.0
2010,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,21211,Papriky,61.0
2010,Činnosti v oblasti nemovitostí,20265,Papriky,61.0
2010,Veřejná správa a obrana; povinné sociální zabezpečení,26471,Papriky,61.0
2010,Doprava a skladování,22740,Papriky,61.0
2010,Administrativní a podpůrné činnosti,15222,Papriky,61.0
2010,"Ubytování, stravování a pohostinství",12645,Papriky,61.0
2010,Těžba a dobývání,30204,Papriky,61.0
2010,Stavebnictví,21962,Papriky,61.0
2010,Zpracovatelský průmysl,22681,Papriky,61.0
2010,Zdravotní a sociální péče,22286,Papriky,61.0
2010,Peněžnictví a pojišťovnictví,45340,Papriky,61.0
2010,"Zemědělství, lesnictví, rybářství",18020,Papriky,61.0
2010,"Profesní, vědecké a technické činnosti",30095,Papriky,61.0
2010,Ostatní činnosti,16804,Papriky,61.0
2010,Zásobování vodou; činnosti související s odpady a sanacemi,22594,Papriky,61.0
2010,Stavebnictví,21962,Pečivo pšeničné bílé,34.0
2010,"Zemědělství, lesnictví, rybářství",18020,Pečivo pšeničné bílé,34.0
2010,Zpracovatelský průmysl,22681,Pečivo pšeničné bílé,34.0
2010,Zdravotní a sociální péče,22286,Pečivo pšeničné bílé,34.0
2010,Peněžnictví a pojišťovnictví,45340,Pečivo pšeničné bílé,34.0
2010,"Profesní, vědecké a technické činnosti",30095,Pečivo pšeničné bílé,34.0
2010,Ostatní činnosti,16804,Pečivo pšeničné bílé,34.0
2010,Zásobování vodou; činnosti související s odpady a sanacemi,22594,Pečivo pšeničné bílé,34.0
2010,Vzdělávání,20928,Pečivo pšeničné bílé,34.0
2010,"Kulturní, zábavní a rekreační činnosti",18611,Pečivo pšeničné bílé,34.0
2010,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",38840,Pečivo pšeničné bílé,34.0
2010,Informační a komunikační činnosti,42807,Pečivo pšeničné bílé,34.0
2010,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,21211,Pečivo pšeničné bílé,34.0
2010,Činnosti v oblasti nemovitostí,20265,Pečivo pšeničné bílé,34.0
2010,Veřejná správa a obrana; povinné sociální zabezpečení,26471,Pečivo pšeničné bílé,34.0
2010,Doprava a skladování,22740,Pečivo pšeničné bílé,34.0
2010,Administrativní a podpůrné činnosti,15222,Pečivo pšeničné bílé,34.0
2010,"Ubytování, stravování a pohostinství",12645,Pečivo pšeničné bílé,34.0
2010,Těžba a dobývání,30204,Pečivo pšeničné bílé,34.0
2010,Administrativní a podpůrné činnosti,15222,"Pivo výčepní, světlé, lahvové",10.0
2010,"Ubytování, stravování a pohostinství",12645,"Pivo výčepní, světlé, lahvové",10.0
2010,Těžba a dobývání,30204,"Pivo výčepní, světlé, lahvové",10.0
2010,Stavebnictví,21962,"Pivo výčepní, světlé, lahvové",10.0
2010,"Zemědělství, lesnictví, rybářství",18020,"Pivo výčepní, světlé, lahvové",10.0
2010,Zpracovatelský průmysl,22681,"Pivo výčepní, světlé, lahvové",10.0
2010,Zdravotní a sociální péče,22286,"Pivo výčepní, světlé, lahvové",10.0
2010,Peněžnictví a pojišťovnictví,45340,"Pivo výčepní, světlé, lahvové",10.0
2010,"Profesní, vědecké a technické činnosti",30095,"Pivo výčepní, světlé, lahvové",10.0
2010,Ostatní činnosti,16804,"Pivo výčepní, světlé, lahvové",10.0
2010,Zásobování vodou; činnosti související s odpady a sanacemi,22594,"Pivo výčepní, světlé, lahvové",10.0
2010,Vzdělávání,20928,"Pivo výčepní, světlé, lahvové",10.0
2010,"Kulturní, zábavní a rekreační činnosti",18611,"Pivo výčepní, světlé, lahvové",10.0
2010,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",38840,"Pivo výčepní, světlé, lahvové",10.0
2010,Informační a komunikační činnosti,42807,"Pivo výčepní, světlé, lahvové",10.0
