"rok","odvetvi","prumerna_mzda","potravina_nazev","potravina_prum_cena"
2011,Veřejná správa a obrana; povinné sociální zabezpečení,25887,Těstoviny vaječné,35.0
2011,Doprava a skladování,22756,Těstoviny vaječné,35.0
2011,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,21864,Těstoviny vaječné,35.0
2011,Činnosti v oblasti nemovitostí,21084,Těstoviny vaječné,35.0
2011,Administrativní a podpůrné činnosti,15509,Těstoviny vaječné,35.0
2011,"Ubytování, stravování a pohostinství",12431,Těstoviny vaječné,35.0
2011,Stavebnictví,22494,Těstoviny vaječné,35.0
2011,Těžba a dobývání,31446,Těstoviny vaječné,35.0
2011,Zpracovatelský průmysl,23501,Těstoviny vaječné,35.0
2011,"Zemědělství, lesnictví, rybářství",18674,Těstoviny vaječné,35.0
2011,"Profesní, vědecké a technické činnosti",30476,Těstoviny vaječné,35.0
2011,Administrativní a podpůrné činnosti,15509,Vejce slepičí čerstvá,23.0
2011,"Ubytování, stravování a pohostinství",12431,Vejce slepičí čerstvá,23.0
2011,Stavebnictví,22494,Vejce slepičí čerstvá,23.0
2011,Těžba a dobývání,31446,Vejce slepičí čerstvá,23.0
2011,Zpracovatelský průmysl,23501,Vejce slepičí čerstvá,23.0
2011,"Zemědělství, lesnictví, rybářství",18674,Vejce slepičí čerstvá,23.0
2011,"Profesní, vědecké a technické činnosti",30476,Vejce slepičí čerstvá,23.0
2011,Zdravotní a sociální péče,23176,Vejce slepičí čerstvá,23.0
2011,Peněžnictví a pojišťovnictví,46569,Vejce slepičí čerstvá,23.0
2011,Zásobování vodou; činnosti související s odpady a sanacemi,22753,Vejce slepičí čerstvá,23.0
2011,Ostatní činnosti,17611,Vejce slepičí čerstvá,23.0
2011,Informační a komunikační činnosti,44265,Vejce slepičí čerstvá,23.0
2011,Vzdělávání,21502,Vejce slepičí čerstvá,23.0
2011,"Kulturní, zábavní a rekreační činnosti",18562,Vejce slepičí čerstvá,23.0
2011,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",39845,Vejce slepičí čerstvá,23.0
2011,Veřejná správa a obrana; povinné sociální zabezpečení,25887,Vejce slepičí čerstvá,23.0
2011,Doprava a skladování,22756,Vejce slepičí čerstvá,23.0
2011,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,21864,Vejce slepičí čerstvá,23.0
2011,Činnosti v oblasti nemovitostí,21084,Vejce slepičí čerstvá,23.0
2011,Veřejná správa a obrana; povinné sociální zabezpečení,25887,Vepřová pečeně s kostí,100.0
2011,Doprava a skladování,22756,Vepřová pečeně s kostí,100.0
2011,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,21864,Vepřová pečeně s kostí,100.0
2011,Činnosti v oblasti nemovitostí,21084,Vepřová pečeně s kostí,100.0
2011,Administrativní a podpůrné činnosti,15509,Vepřová pečeně s kostí,100.0
2011,"Ubytování, stravování a pohostinství",12431,Vepřová pečeně s kostí,100.0
2011,Stavebnictví,22494,Vepřová pečeně s kostí,100.0
2011,Těžba a dobývání,31446,Vepřová pečeně s kostí,100.0
2011,Zpracovatelský průmysl,23501,Vepřová pečeně s kostí,100.0
2011,"Zemědělství, lesnictví, rybářství",18674,Vepřová pečeně s kostí,100.0
2011,"Profesní, vědecké a technické činnosti",30476,Vepřová pečeně s kostí,100.0
2011,Zdravotní a sociální péče,23176,Vepřová pečeně s kostí,100.0
2011,Peněžnictví a pojišťovnictví,46569,Vepřová pečeně s kostí,100.0
2011,Vzdělávání,21502,Vepřová pečeně s kostí,100.0
2011,Zásobování vodou; činnosti související s odpady a sanacemi,22753,Vepřová pečeně s kostí,100.0
2011,Ostatní činnosti,17611,Vepřová pečeně s kostí,100.0
2011,Informační a komunikační činnosti,44265,Vepřová pečeně s kostí,100.0
2011,"Kulturní, zábavní a rekreační činnosti",18562,Vepřová pečeně s kostí,100.0
2011,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",39845,Vepřová pečeně s kostí,100.0
2012,Zdravotní a sociální péče,23622,Banány žluté,31.0
2012,Peněžnictví a pojišťovnictví,49707,Banány žluté,31.0
2012,Ostatní činnosti,17853,Banány žluté,31.0
2012,Vzdělávání,21913,Banány žluté,31.0
2012,"Kulturní, zábavní a rekreační činnosti",19551,Banány žluté,31.0
2012,Zásobování vodou; činnosti související s odpady a sanacemi,23262,Banány žluté,31.0
2012,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",42107,Banány žluté,31.0
2012,Informační a komunikační činnosti,45690,Banány žluté,31.0
2012,Doprava a skladování,22999,Banány žluté,31.0
2012,Veřejná správa a obrana; povinné sociální zabezpečení,26285,Banány žluté,31.0
2012,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,22441,Banány žluté,31.0
2012,Činnosti v oblasti nemovitostí,21439,Banány žluté,31.0
2012,"Ubytování, stravování a pohostinství",12706,Banány žluté,31.0
2012,Administrativní a podpůrné činnosti,15935,Banány žluté,31.0
2012,Těžba a dobývání,32487,Banány žluté,31.0
2012,Zpracovatelský průmysl,24222,Banány žluté,31.0
2012,Stavebnictví,22572,Banány žluté,31.0
2012,"Zemědělství, lesnictví, rybářství",19537,Banány žluté,31.0
2012,"Profesní, vědecké a technické činnosti",31141,Banány žluté,31.0
2012,Zpracovatelský průmysl,24222,Cukr krystalový,24.0
2012,Stavebnictví,22572,Cukr krystalový,24.0
2012,"Zemědělství, lesnictví, rybářství",19537,Cukr krystalový,24.0
2012,"Profesní, vědecké a technické činnosti",31141,Cukr krystalový,24.0
2012,Zdravotní a sociální péče,23622,Cukr krystalový,24.0
2012,Peněžnictví a pojišťovnictví,49707,Cukr krystalový,24.0
2012,Ostatní činnosti,17853,Cukr krystalový,24.0
2012,Vzdělávání,21913,Cukr krystalový,24.0
2012,"Kulturní, zábavní a rekreační činnosti",19551,Cukr krystalový,24.0
2012,Zásobování vodou; činnosti související s odpady a sanacemi,23262,Cukr krystalový,24.0
2012,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",42107,Cukr krystalový,24.0
2012,Informační a komunikační činnosti,45690,Cukr krystalový,24.0
2012,Doprava a skladování,22999,Cukr krystalový,24.0
2012,Veřejná správa a obrana; povinné sociální zabezpečení,26285,Cukr krystalový,24.0
2012,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,22441,Cukr krystalový,24.0
2012,Činnosti v oblasti nemovitostí,21439,Cukr krystalový,24.0
2012,"Ubytování, stravování a pohostinství",12706,Cukr krystalový,24.0
2012,Administrativní a podpůrné činnosti,15935,Cukr krystalový,24.0
2012,Těžba a dobývání,32487,Cukr krystalový,24.0
2012,Veřejná správa a obrana; povinné sociální zabezpečení,26285,Eidamská cihla,128.0
2012,Doprava a skladování,22999,Eidamská cihla,128.0
2012,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,22441,Eidamská cihla,128.0
2012,Činnosti v oblasti nemovitostí,21439,Eidamská cihla,128.0
2012,Administrativní a podpůrné činnosti,15935,Eidamská cihla,128.0
2012,Těžba a dobývání,32487,Eidamská cihla,128.0
2012,"Ubytování, stravování a pohostinství",12706,Eidamská cihla,128.0
2012,Stavebnictví,22572,Eidamská cihla,128.0
2012,Zpracovatelský průmysl,24222,Eidamská cihla,128.0
2012,"Zemědělství, lesnictví, rybářství",19537,Eidamská cihla,128.0
2012,"Profesní, vědecké a technické činnosti",31141,Eidamská cihla,128.0
2012,Zdravotní a sociální péče,23622,Eidamská cihla,128.0
2012,Peněžnictví a pojišťovnictví,49707,Eidamská cihla,128.0
2012,Ostatní činnosti,17853,Eidamská cihla,128.0
2012,Vzdělávání,21913,Eidamská cihla,128.0
2012,"Kulturní, zábavní a rekreační činnosti",19551,Eidamská cihla,128.0
2012,Zásobování vodou; činnosti související s odpady a sanacemi,23262,Eidamská cihla,128.0
2012,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",42107,Eidamská cihla,128.0
2012,Informační a komunikační činnosti,45690,Eidamská cihla,128.0
2012,Ostatní činnosti,17853,Hovězí maso zadní bez kosti,201.0
2012,Vzdělávání,21913,Hovězí maso zadní bez kosti,201.0
2012,"Kulturní, zábavní a rekreační činnosti",19551,Hovězí maso zadní bez kosti,201.0
2012,Zásobování vodou; činnosti související s odpady a sanacemi,23262,Hovězí maso zadní bez kosti,201.0
2012,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",42107,Hovězí maso zadní bez kosti,201.0
2012,Informační a komunikační činnosti,45690,Hovězí maso zadní bez kosti,201.0
2012,Veřejná správa a obrana; povinné sociální zabezpečení,26285,Hovězí maso zadní bez kosti,201.0
2012,Doprava a skladování,22999,Hovězí maso zadní bez kosti,201.0
2012,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,22441,Hovězí maso zadní bez kosti,201.0
2012,Činnosti v oblasti nemovitostí,21439,Hovězí maso zadní bez kosti,201.0
2012,Administrativní a podpůrné činnosti,15935,Hovězí maso zadní bez kosti,201.0
2012,Těžba a dobývání,32487,Hovězí maso zadní bez kosti,201.0
2012,"Ubytování, stravování a pohostinství",12706,Hovězí maso zadní bez kosti,201.0
2012,Stavebnictví,22572,Hovězí maso zadní bez kosti,201.0
2012,Zpracovatelský průmysl,24222,Hovězí maso zadní bez kosti,201.0
2012,"Zemědělství, lesnictví, rybářství",19537,Hovězí maso zadní bez kosti,201.0
2012,"Profesní, vědecké a technické činnosti",31141,Hovězí maso zadní bez kosti,201.0
2012,Zdravotní a sociální péče,23622,Hovězí maso zadní bez kosti,201.0
2012,Peněžnictví a pojišťovnictví,49707,Hovězí maso zadní bez kosti,201.0
2012,Stavebnictví,22572,Chléb konzumní kmínový,23.0
2012,Zpracovatelský průmysl,24222,Chléb konzumní kmínový,23.0
2012,"Zemědělství, lesnictví, rybářství",19537,Chléb konzumní kmínový,23.0
2012,"Profesní, vědecké a technické činnosti",31141,Chléb konzumní kmínový,23.0
2012,Zdravotní a sociální péče,23622,Chléb konzumní kmínový,23.0
2012,Peněžnictví a pojišťovnictví,49707,Chléb konzumní kmínový,23.0
2012,Ostatní činnosti,17853,Chléb konzumní kmínový,23.0
2012,Vzdělávání,21913,Chléb konzumní kmínový,23.0
2012,"Kulturní, zábavní a rekreační činnosti",19551,Chléb konzumní kmínový,23.0
2012,Zásobování vodou; činnosti související s odpady a sanacemi,23262,Chléb konzumní kmínový,23.0
2012,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",42107,Chléb konzumní kmínový,23.0
2012,Informační a komunikační činnosti,45690,Chléb konzumní kmínový,23.0
2012,Veřejná správa a obrana; povinné sociální zabezpečení,26285,Chléb konzumní kmínový,23.0
2012,Doprava a skladování,22999,Chléb konzumní kmínový,23.0
2012,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,22441,Chléb konzumní kmínový,23.0
2012,Činnosti v oblasti nemovitostí,21439,Chléb konzumní kmínový,23.0
2012,Administrativní a podpůrné činnosti,15935,Chléb konzumní kmínový,23.0
2012,Těžba a dobývání,32487,Chléb konzumní kmínový,23.0
2012,"Ubytování, stravování a pohostinství",12706,Chléb konzumní kmínový,23.0
2012,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,22441,Jablka konzumní,31.0
2012,Činnosti v oblasti nemovitostí,21439,Jablka konzumní,31.0
2012,Administrativní a podpůrné činnosti,15935,Jablka konzumní,31.0
2012,Těžba a dobývání,32487,Jablka konzumní,31.0
2012,"Ubytování, stravování a pohostinství",12706,Jablka konzumní,31.0
2012,Stavebnictví,22572,Jablka konzumní,31.0
2012,Zpracovatelský průmysl,24222,Jablka konzumní,31.0
2012,"Zemědělství, lesnictví, rybářství",19537,Jablka konzumní,31.0
2012,"Profesní, vědecké a technické činnosti",31141,Jablka konzumní,31.0
2012,Zdravotní a sociální péče,23622,Jablka konzumní,31.0
2012,Peněžnictví a pojišťovnictví,49707,Jablka konzumní,31.0
2012,Zásobování vodou; činnosti související s odpady a sanacemi,23262,Jablka konzumní,31.0
2012,Ostatní činnosti,17853,Jablka konzumní,31.0
2012,Vzdělávání,21913,Jablka konzumní,31.0
2012,"Kulturní, zábavní a rekreační činnosti",19551,Jablka konzumní,31.0
2012,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",42107,Jablka konzumní,31.0
2012,Informační a komunikační činnosti,45690,Jablka konzumní,31.0
2012,Veřejná správa a obrana; povinné sociální zabezpečení,26285,Jablka konzumní,31.0
2012,Doprava a skladování,22999,Jablka konzumní,31.0
2012,Ostatní činnosti,17853,Jogurt bílý netučný,7.0
2012,Vzdělávání,21913,Jogurt bílý netučný,7.0
2012,"Kulturní, zábavní a rekreační činnosti",19551,Jogurt bílý netučný,7.0
2012,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",42107,Jogurt bílý netučný,7.0
2012,Informační a komunikační činnosti,45690,Jogurt bílý netučný,7.0
2012,Veřejná správa a obrana; povinné sociální zabezpečení,26285,Jogurt bílý netučný,7.0
2012,Doprava a skladování,22999,Jogurt bílý netučný,7.0
2012,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,22441,Jogurt bílý netučný,7.0
2012,Činnosti v oblasti nemovitostí,21439,Jogurt bílý netučný,7.0
2012,Administrativní a podpůrné činnosti,15935,Jogurt bílý netučný,7.0
2012,Těžba a dobývání,32487,Jogurt bílý netučný,7.0
2012,"Ubytování, stravování a pohostinství",12706,Jogurt bílý netučný,7.0
2012,Stavebnictví,22572,Jogurt bílý netučný,7.0
2012,Zpracovatelský průmysl,24222,Jogurt bílý netučný,7.0
2012,"Zemědělství, lesnictví, rybářství",19537,Jogurt bílý netučný,7.0
2012,"Profesní, vědecké a technické činnosti",31141,Jogurt bílý netučný,7.0
2012,Zdravotní a sociální péče,23622,Jogurt bílý netučný,7.0
2012,Peněžnictví a pojišťovnictví,49707,Jogurt bílý netučný,7.0
2012,Zásobování vodou; činnosti související s odpady a sanacemi,23262,Jogurt bílý netučný,7.0
2012,"Zemědělství, lesnictví, rybářství",19537,Kapr živý,90.0
2012,"Profesní, vědecké a technické činnosti",31141,Kapr živý,90.0
2012,Zdravotní a sociální péče,23622,Kapr živý,90.0
2012,Peněžnictví a pojišťovnictví,49707,Kapr živý,90.0
2012,Zásobování vodou; činnosti související s odpady a sanacemi,23262,Kapr živý,90.0
2012,Ostatní činnosti,17853,Kapr živý,90.0
2012,Vzdělávání,21913,Kapr živý,90.0
2012,"Kulturní, zábavní a rekreační činnosti",19551,Kapr živý,90.0
2012,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",42107,Kapr živý,90.0
2012,Informační a komunikační činnosti,45690,Kapr živý,90.0
2012,Veřejná správa a obrana; povinné sociální zabezpečení,26285,Kapr živý,90.0
2012,Doprava a skladování,22999,Kapr živý,90.0
2012,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,22441,Kapr živý,90.0
2012,Činnosti v oblasti nemovitostí,21439,Kapr živý,90.0
2012,Administrativní a podpůrné činnosti,15935,Kapr živý,90.0
2012,Těžba a dobývání,32487,Kapr živý,90.0
2012,"Ubytování, stravování a pohostinství",12706,Kapr živý,90.0
2012,Stavebnictví,22572,Kapr živý,90.0
2012,Zpracovatelský průmysl,24222,Kapr živý,90.0
2012,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,22441,Konzumní brambory,11.0
2012,Činnosti v oblasti nemovitostí,21439,Konzumní brambory,11.0
2012,Administrativní a podpůrné činnosti,15935,Konzumní brambory,11.0
2012,Těžba a dobývání,32487,Konzumní brambory,11.0
2012,"Ubytování, stravování a pohostinství",12706,Konzumní brambory,11.0
2012,Stavebnictví,22572,Konzumní brambory,11.0
2012,Zpracovatelský průmysl,24222,Konzumní brambory,11.0
2012,"Zemědělství, lesnictví, rybářství",19537,Konzumní brambory,11.0
2012,"Profesní, vědecké a technické činnosti",31141,Konzumní brambory,11.0
2012,Zdravotní a sociální péče,23622,Konzumní brambory,11.0
2012,Peněžnictví a pojišťovnictví,49707,Konzumní brambory,11.0
2012,Zásobování vodou; činnosti související s odpady a sanacemi,23262,Konzumní brambory,11.0
2012,Ostatní činnosti,17853,Konzumní brambory,11.0
2012,Vzdělávání,21913,Konzumní brambory,11.0
2012,"Kulturní, zábavní a rekreační činnosti",19551,Konzumní brambory,11.0
2012,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",42107,Konzumní brambory,11.0
2012,Informační a komunikační činnosti,45690,Konzumní brambory,11.0
2012,Veřejná správa a obrana; povinné sociální zabezpečení,26285,Konzumní brambory,11.0
2012,Doprava a skladování,22999,Konzumní brambory,11.0
2012,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",42107,Kuřata kuchaná celá,63.0
2012,Informační a komunikační činnosti,45690,Kuřata kuchaná celá,63.0
2012,Veřejná správa a obrana; povinné sociální zabezpečení,26285,Kuřata kuchaná celá,63.0
2012,Doprava a skladování,22999,Kuřata kuchaná celá,63.0
2012,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,22441,Kuřata kuchaná celá,63.0
2012,Činnosti v oblasti nemovitostí,21439,Kuřata kuchaná celá,63.0
2012,Administrativní a podpůrné činnosti,15935,Kuřata kuchaná celá,63.0
2012,Těžba a dobývání,32487,Kuřata kuchaná celá,63.0
2012,"Ubytování, stravování a pohostinství",12706,Kuřata kuchaná celá,63.0
2012,Stavebnictví,22572,Kuřata kuchaná celá,63.0
2012,Zpracovatelský průmysl,24222,Kuřata kuchaná celá,63.0
2012,"Zemědělství, lesnictví, rybářství",19537,Kuřata kuchaná celá,63.0
2012,"Profesní, vědecké a technické činnosti",31141,Kuřata kuchaná celá,63.0
2012,Zdravotní a sociální péče,23622,Kuřata kuchaná celá,63.0
2012,Peněžnictví a pojišťovnictví,49707,Kuřata kuchaná celá,63.0
2012,Zásobování vodou; činnosti související s odpady a sanacemi,23262,Kuřata kuchaná celá,63.0
2012,Ostatní činnosti,17853,Kuřata kuchaná celá,63.0
2012,Vzdělávání,21913,Kuřata kuchaná celá,63.0
2012,"Kulturní, zábavní a rekreační činnosti",19551,Kuřata kuchaná celá,63.0
2012,"Zemědělství, lesnictví, rybářství",19537,Máslo,137.0
2012,"Profesní, vědecké a technické činnosti",31141,Máslo,137.0
2012,Zdravotní a sociální péče,23622,Máslo,137.0
2012,Peněžnictví a pojišťovnictví,49707,Máslo,137.0
2012,Zásobování vodou; činnosti související s odpady a sanacemi,23262,Máslo,137.0
2012,Ostatní činnosti,17853,Máslo,137.0
2012,Vzdělávání,21913,Máslo,137.0
2012,"Kulturní, zábavní a rekreační činnosti",19551,Máslo,137.0
2012,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",42107,Máslo,137.0
2012,Informační a komunikační činnosti,45690,Máslo,137.0
2012,Veřejná správa a obrana; povinné sociální zabezpečení,26285,Máslo,137.0
2012,Doprava a skladování,22999,Máslo,137.0
2012,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,22441,Máslo,137.0
2012,Činnosti v oblasti nemovitostí,21439,Máslo,137.0
2012,"Ubytování, stravování a pohostinství",12706,Máslo,137.0
2012,Administrativní a podpůrné činnosti,15935,Máslo,137.0
2012,Těžba a dobývání,32487,Máslo,137.0
2012,Stavebnictví,22572,Máslo,137.0
2012,Zpracovatelský průmysl,24222,Máslo,137.0
2012,Administrativní a podpůrné činnosti,15935,Mléko polotučné pasterované,19.0
2012,Těžba a dobývání,32487,Mléko polotučné pasterované,19.0
2012,Stavebnictví,22572,Mléko polotučné pasterované,19.0
2012,Zpracovatelský průmysl,24222,Mléko polotučné pasterované,19.0
2012,"Zemědělství, lesnictví, rybářství",19537,Mléko polotučné pasterované,19.0
2012,"Profesní, vědecké a technické činnosti",31141,Mléko polotučné pasterované,19.0
2012,Zdravotní a sociální péče,23622,Mléko polotučné pasterované,19.0
2012,Peněžnictví a pojišťovnictví,49707,Mléko polotučné pasterované,19.0
2012,Zásobování vodou; činnosti související s odpady a sanacemi,23262,Mléko polotučné pasterované,19.0
2012,Vzdělávání,21913,Mléko polotučné pasterované,19.0
2012,"Kulturní, zábavní a rekreační činnosti",19551,Mléko polotučné pasterované,19.0
2012,Ostatní činnosti,17853,Mléko polotučné pasterované,19.0
2012,Informační a komunikační činnosti,45690,Mléko polotučné pasterované,19.0
2012,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",42107,Mléko polotučné pasterované,19.0
2012,Veřejná správa a obrana; povinné sociální zabezpečení,26285,Mléko polotučné pasterované,19.0
2012,Doprava a skladování,22999,Mléko polotučné pasterované,19.0
2012,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,22441,Mléko polotučné pasterované,19.0
2012,Činnosti v oblasti nemovitostí,21439,Mléko polotučné pasterované,19.0
2012,"Ubytování, stravování a pohostinství",12706,Mléko polotučné pasterované,19.0
2012,Informační a komunikační činnosti,45690,Mrkev,17.0
2012,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",42107,Mrkev,17.0
2012,Veřejná správa a obrana; povinné sociální zabezpečení,26285,Mrkev,17.0
2012,Doprava a skladování,22999,Mrkev,17.0
2012,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,22441,Mrkev,17.0
2012,Činnosti v oblasti nemovitostí,21439,Mrkev,17.0
2012,"Ubytování, stravování a pohostinství",12706,Mrkev,17.0
2012,Administrativní a podpůrné činnosti,15935,Mrkev,17.0
2012,Těžba a dobývání,32487,Mrkev,17.0
2012,Stavebnictví,22572,Mrkev,17.0
2012,Zpracovatelský průmysl,24222,Mrkev,17.0
2012,"Zemědělství, lesnictví, rybářství",19537,Mrkev,17.0
2012,"Profesní, vědecké a technické činnosti",31141,Mrkev,17.0
2012,Zdravotní a sociální péče,23622,Mrkev,17.0
2012,Peněžnictví a pojišťovnictví,49707,Mrkev,17.0
2012,Zásobování vodou; činnosti související s odpady a sanacemi,23262,Mrkev,17.0
2012,Vzdělávání,21913,Mrkev,17.0
2012,"Kulturní, zábavní a rekreační činnosti",19551,Mrkev,17.0
2012,Ostatní činnosti,17853,Mrkev,17.0
2012,Zdravotní a sociální péče,23622,Papriky,59.0
2012,Peněžnictví a pojišťovnictví,49707,Papriky,59.0
2012,Zásobování vodou; činnosti související s odpady a sanacemi,23262,Papriky,59.0
2012,Vzdělávání,21913,Papriky,59.0
2012,"Kulturní, zábavní a rekreační činnosti",19551,Papriky,59.0
2012,Ostatní činnosti,17853,Papriky,59.0
2012,Informační a komunikační činnosti,45690,Papriky,59.0
2012,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",42107,Papriky,59.0
2012,Veřejná správa a obrana; povinné sociální zabezpečení,26285,Papriky,59.0
2012,Doprava a skladování,22999,Papriky,59.0
2012,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,22441,Papriky,59.0
2012,Činnosti v oblasti nemovitostí,21439,Papriky,59.0
2012,"Ubytování, stravování a pohostinství",12706,Papriky,59.0
2012,Administrativní a podpůrné činnosti,15935,Papriky,59.0
2012,Těžba a dobývání,32487,Papriky,59.0
2012,Stavebnictví,22572,Papriky,59.0
2012,Zpracovatelský průmysl,24222,Papriky,59.0
2012,"Zemědělství, lesnictví, rybářství",19537,Papriky,59.0
2012,"Profesní, vědecké a technické činnosti",31141,Papriky,59.0
2012,Administrativní a podpůrné činnosti,15935,Pečivo pšeničné bílé,44.0
2012,Těžba a dobývání,32487,Pečivo pšeničné bílé,44.0
2012,Stavebnictví,22572,Pečivo pšeničné bílé,44.0
2012,Zpracovatelský průmysl,24222,Pečivo pšeničné bílé,44.0
2012,"Zemědělství, lesnictví, rybářství",19537,Pečivo pšeničné bílé,44.0
2012,"Profesní, vědecké a technické činnosti",31141,Pečivo pšeničné bílé,44.0
2012,Zdravotní a sociální péče,23622,Pečivo pšeničné bílé,44.0
2012,Peněžnictví a pojišťovnictví,49707,Pečivo pšeničné bílé,44.0
2012,Zásobování vodou; činnosti související s odpady a sanacemi,23262,Pečivo pšeničné bílé,44.0
2012,Vzdělávání,21913,Pečivo pšeničné bílé,44.0
2012,"Kulturní, zábavní a rekreační činnosti",19551,Pečivo pšeničné bílé,44.0
2012,Ostatní činnosti,17853,Pečivo pšeničné bílé,44.0
2012,Informační a komunikační činnosti,45690,Pečivo pšeničné bílé,44.0
2012,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",42107,Pečivo pšeničné bílé,44.0
2012,Veřejná správa a obrana; povinné sociální zabezpečení,26285,Pečivo pšeničné bílé,44.0
2012,Doprava a skladování,22999,Pečivo pšeničné bílé,44.0
2012,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,22441,Pečivo pšeničné bílé,44.0
2012,Činnosti v oblasti nemovitostí,21439,Pečivo pšeničné bílé,44.0
2012,"Ubytování, stravování a pohostinství",12706,Pečivo pšeničné bílé,44.0
2012,Veřejná správa a obrana; povinné sociální zabezpečení,26285,"Pivo výčepní, světlé, lahvové",10.0
2012,Doprava a skladování,22999,"Pivo výčepní, světlé, lahvové",10.0
2012,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,22441,"Pivo výčepní, světlé, lahvové",10.0
2012,Činnosti v oblasti nemovitostí,21439,"Pivo výčepní, světlé, lahvové",10.0
2012,"Ubytování, stravování a pohostinství",12706,"Pivo výčepní, světlé, lahvové",10.0
2012,Administrativní a podpůrné činnosti,15935,"Pivo výčepní, světlé, lahvové",10.0
2012,Těžba a dobývání,32487,"Pivo výčepní, světlé, lahvové",10.0
2012,Stavebnictví,22572,"Pivo výčepní, světlé, lahvové",10.0
2012,Zpracovatelský průmysl,24222,"Pivo výčepní, světlé, lahvové",10.0
2012,"Zemědělství, lesnictví, rybářství",19537,"Pivo výčepní, světlé, lahvové",10.0
2012,"Profesní, vědecké a technické činnosti",31141,"Pivo výčepní, světlé, lahvové",10.0
2012,Zdravotní a sociální péče,23622,"Pivo výčepní, světlé, lahvové",10.0
2012,Peněžnictví a pojišťovnictví,49707,"Pivo výčepní, světlé, lahvové",10.0
2012,Zásobování vodou; činnosti související s odpady a sanacemi,23262,"Pivo výčepní, světlé, lahvové",10.0
2012,Ostatní činnosti,17853,"Pivo výčepní, světlé, lahvové",10.0
2012,Vzdělávání,21913,"Pivo výčepní, světlé, lahvové",10.0
2012,"Kulturní, zábavní a rekreační činnosti",19551,"Pivo výčepní, světlé, lahvové",10.0
2012,Informační a komunikační činnosti,45690,"Pivo výčepní, světlé, lahvové",10.0
2012,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",42107,"Pivo výčepní, světlé, lahvové",10.0
2012,Zdravotní a sociální péče,23622,Pomeranče,30.0
2012,Peněžnictví a pojišťovnictví,49707,Pomeranče,30.0
2012,Zásobování vodou; činnosti související s odpady a sanacemi,23262,Pomeranče,30.0
2012,Ostatní činnosti,17853,Pomeranče,30.0
2012,Vzdělávání,21913,Pomeranče,30.0
2012,"Kulturní, zábavní a rekreační činnosti",19551,Pomeranče,30.0
2012,Informační a komunikační činnosti,45690,Pomeranče,30.0
2012,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",42107,Pomeranče,30.0
2012,Veřejná správa a obrana; povinné sociální zabezpečení,26285,Pomeranče,30.0
2012,Doprava a skladování,22999,Pomeranče,30.0
2012,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,22441,Pomeranče,30.0
2012,Činnosti v oblasti nemovitostí,21439,Pomeranče,30.0
2012,"Ubytování, stravování a pohostinství",12706,Pomeranče,30.0
2012,Administrativní a podpůrné činnosti,15935,Pomeranče,30.0
2012,Těžba a dobývání,32487,Pomeranče,30.0
2012,Stavebnictví,22572,Pomeranče,30.0
2012,Zpracovatelský průmysl,24222,Pomeranče,30.0
2012,"Zemědělství, lesnictví, rybářství",19537,Pomeranče,30.0
